ABE,Lehigh Valley International Airport,Allentown,PA,USA,40.6524,-75.4404
MCI,Kansas City International Airport,Kansas City,MO,USA,39.2976,-94.7139
MCO,Orlando International Airport,Orlando,FL,USA,28.4289,-81.316
MDT,Harrisburg International Airport,Harrisburg,PA,USA,40.1935,-76.7634
MDW,Chicago Midway International Airport,Chicago,IL,USA,41.786,-87.7524
MEI,Meridian Regional Airport,Meridian,MS,USA,32.3331,-88.7512
MEM,Memphis International Airport,Memphis,TN,USA,35.0424,-89.9767
MFE,McAllen-Miller International Airport (McAllen Miller International),McAllen,TX,USA,26.1758,-98.2386
MFR,Rogue Valley International Airport,Medford,OR,USA,42.3742,-122.873
MGM,Montgomery Regional Airport,Montgomery,AL,USA,32.3006,-86.394
MHK,Manhattan Regional Airport,Manhattan,KS,USA,39.141,-96.6708
MHT,Manchester-Boston Regional Airport,Manchester,NH,USA,42.9345,-71.4371
MIA,Miami International Airport,Miami,FL,USA,25.7932,-80.2906
MKE,General Mitchell International Airport,Milwaukee,WI,USA,42.9472,-87.8966
MKG,Muskegon County Airport,Muskegon,MI,USA,43.1695,-86.2382
MLB,Melbourne International Airport,Melbourne,FL,USA,28.1028,-80.6458
MLI,Quad City International Airport,Moline,IL,USA,41.4485,-90.5075
MLU,Monroe Regional Airport,Monroe,LA,USA,32.5109,-92.0377
MMH,Mammoth Yosemite Airport,Mammoth Lakes,CA,USA,37.6241,-118.838
MOB,Mobile Regional Airport,Mobile,AL,USA,30.6914,-88.2428
MOT,Minot International Airport,Minot,ND,USA,48.2594,-101.28
MQT,Sawyer International Airport,Marquette,MI,USA,46.3536,-87.3954
MRY,Monterey Regional Airport (Monterey Peninsula Airport),Monterey,CA,USA,36.587,-121.843
MSN,Dane County Regional Airport,Madison,WI,USA,43.1399,-89.3375
MSO,Missoula International Airport,Missoula,MT,USA,46.9163,-114.091
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.8806,-93.2169
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.9934,-90.258
MTJ,Montrose Regional Airport,Montrose,CO,USA,38.5089,-107.894
MVY,Martha's Vineyard Airport,Marthas Vineyard,MA,USA,41.393,-70.6143
MYR,Myrtle Beach International Airport,Myrtle Beach,SC,USA,33.6797,-78.9283
OAJ,Albert J. Ellis Airport,Jacksonville,NC,USA,34.8292,-77.6121
OAK,Oakland International Airport,Oakland,CA,USA,37.7213,-122.221
OGG,Kahului Airport,Kahului,HI,USA,20.8986,-156.43
OKC,Will Rogers World Airport,Oklahoma City,OK,USA,35.3931,-97.6007
OMA,Eppley Airfield,Omaha,NE,USA,41.3025,-95.8942
OME,Nome Airport,Nome,AK,USA,64.5122,-165.445
ONT,Ontario International Airport,Ontario,CA,USA,34.056,-117.601
ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.9045
ORF,Norfolk International Airport,Norfolk,VA,USA,36.8946,-76.2012
ORH,Worcester Regional Airport,Worcester,MA,USA,42.2673,-71.8757
OTH,Southwest Oregon Regional Airport (North Bend Municipal),North Bend,OR,USA,43.4171,-124.246
OTZ,Ralph Wien Memorial Airport,Kotzebue,AK,USA,66.8847,-162.599
PAH,Barkley Regional Airport,Paducah,KY,USA,37.0608,-88.7738
PAE,Paine Field,Everett,WA,USA,47.906111,-122.281389
PBG,Plattsburgh International Airport,Plattsburgh,NY,USA,,
PBI,Palm Beach International Airport,West Palm Beach,FL,USA,26.6832,-80.0956
PDX,Portland International Airport,Portland,OR,USA,45.5887,-122.598
PHF,Newport News/Williamsburg International Airport,Newport News,VA,USA,37.1319,-76.493
PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.8719,-75.2411
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.4342,-112.008
PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,USA,40.6642,-89.6933
PIB,Hattiesburg-Laurel Regional Airport,Hattiesburg-Laurel,MS,USA,31.4671,-89.3371
PIH,Pocatello Regional Airport,Pocatello,ID,USA,42.9113,-112.596
PIR,Pierre Regional Airport,Pierre,SD,USA,44.382778,-100.286111
PIT,Pittsburgh International Airport,Pittsburgh,PA,USA,40.4915,-80.2329
PLN,Pellston Regional Airport of Emmet County,Pellston,MI,USA,45.5709,-84.7967
PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,USA,30.4733,-87.1874
PPG,Pago Pago International Airport (Tafuna Airport),Pago Pago,AS,USA,14.331,-170.711
PSC,Tri-Cities Airport,Pasco,WA,USA,46.2647,-119.119
PSE,Mercedita Airport,Ponce,PR,USA,18.0083,-66.563
PSG,Petersburg James A. Johnson Airport,Petersburg,AK,USA,56.8017,-132.945
PSP,Palm Springs International Airport,Palm Springs,CA,USA,33.8292,-116.506
PUB,Pueblo Memorial Airport,Pueblo,CO,USA,38.2891,-104.497
PVD,Theodore Francis Green State Airport,Providence,RI,USA,41.724,-71.4282
PWM,Portland International Jetport,Portland,ME,USA,43.6462,-70.3087
RAP,Rapid City Regional Airport,Rapid City,SD,USA,44.0453,-103.057
RDD,Redding Municipal Airport,Redding,CA,USA,40.509,-122.293
RDM,Redmond Municipal Airport (Roberts Field),Redmond,OR,USA,44.2541,-121.15
RDU,Raleigh-Durham International Airport,Raleigh,NC,USA,35.8776,-78.7875
RHI,Rhinelander-Oneida County Airport,Rhinelander,WI,USA,45.6312,-89.4675
RIC,Richmond International Airport,Richmond,VA,USA,37.5052,-77.3197
RKS,Rock Springs-Sweetwater County Airport,Rock Springs,WY,USA,41.5942,-109.065
RNO,Reno/Tahoe International Airport,Reno,NV,USA,39.4986,-119.768
ROA,Roanoke Regional Airport (Woodrum Field),Roanoke,VA,USA,37.3255,-79.9754
ROC,Greater Rochester International Airport,Rochester,NY,USA,43.1189,-77.6724
ROW,Roswell International Air Center,Roswell,NM,USA,33.3016,-104.531
RST,Rochester International Airport,Rochester,MN,USA,43.9088,-92.498
RSW,Southwest Florida International Airport,Ft. Myers,FL,USA,26.5362,-81.7552
SAF,Santa Fe Municipal Airport,Santa Fe,NM,USA,35.6168,-106.088
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.7336,-117.19
SAT,San Antonio International Airport,San Antonio,TX,USA,29.5337,-98.4698
SAV,Savannah/Hilton Head International Airport,Savannah,GA,USA,32.1276,-81.2021
SBA,Santa Barbara Municipal Airport (Santa Barbara Airport),Santa Barbara,CA,USA,34.4262,-119.84
SBN,South Bend International Airport (South Bend Regional),South Bend,IN,USA,41.709,-86.3185
SBP,San Luis Obispo County Regional Airport (McChesney Field),San Luis Obispo,CA,USA,35.2371,-120.642
SCC,Deadhorse Airport (Prudhoe Bay Airport),Deadhorse,AK,USA,70.1948,-148.465
SCE,University Park Airport,State College,PA,USA,40.8512,-77.8463
SDF,Louisville International Airport (Standiford Field),Louisville,KY,USA,38.1744,-85.736
SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.449,-122.309
SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.375
SGF,Springfield-Branson National Airport,Springfield,MO,USA,37.2443,-93.3869
SGU,St. George Regional Airport,St George,UT,USA,37.0906,-113.593
SHV,Shreveport Regional Airport,Shreveport,LA,USA,32.4466,-93.8256
SIT,Sitka Rocky Gutierrez Airport,Sitka,AK,USA,57.0471,-135.362
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.3619,-121.929
SJT,San Angelo Regional Airport (Mathis Field),San Angelo,TX,USA,31.3577,-100.496
SJU,Luis Muñoz Marín International Airport,San Juan,PR,USA,18.4394,-66.0018
SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.7884,-111.978
SMF,Sacramento International Airport,Sacramento,CA,USA,38.6954,-121.591
SMX,Santa Maria Public Airport (Capt G. Allan Hancock Field),Santa Maria,CA,USA,34.8993,-120.458
SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.6757,-117.868
SPI,Abraham Lincoln Capital Airport,Springfield,IL,USA,39.8439,-89.6776
SPS,Wichita Falls Municipal Airport/Sheppard AFB,Wichita Falls,TX,USA,33.9888,-98.4919
SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,USA,27.3953,-82.5541
STC,St. Cloud Regional Airport,St Cloud,MN,USA,45.5453,-94.0583
STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.7477,-90.36
STT,Cyril E. King Airport,Charlotte Amalie,VI,USA,18.3373,-64.9734
STX,Henry E. Rohlsen Airport,Christiansted,VI,USA,17.7019,-64.7986
SUN,Friedman Memorial Airport,Hailey,ID,USA,43.5048,-114.297
SUX,Sioux Gateway Airport,Sioux City,IA,USA,42.4026,-96.3844
SWF,Stewart International Airport,Newburgh,NY,USA,41.5041,-74.1048
SYR,Syracuse Hancock International Airport,Syracuse,NY,USA,43.1112,-76.1063
TLH,Tallahassee International Airport,Tallahassee,FL,USA,30.3965,-84.3503
TOL,Toledo Express Airport,Toledo,OH,USA,41.5868,-83.8078
TPA,Tampa International Airport,Tampa,FL,USA,27.9755,-82.5332
TRI,Tri-Cities Regional Airport,Bristol,TN,USA,36.4752,-82.4074
TTN,Trenton Mercer Airport,Trenton,NJ,USA,40.2767,-74.8135
TUL,Tulsa International Airport,Tulsa,OK,USA,36.1984,-95.8882
TUS,Tucson International Airport,Tucson,AZ,USA,32.1161,-110.941
TVC,Cherry Capital Airport,Traverse City,MI,USA,44.7414,-85.5822
TWF,Magic Valley Regional Airport (Joslin Field),Twin Falls,ID,USA,42.4818,-114.488
TXK,Texarkana Regional Airport (Webb Field),Texarkana,AR,USA,33.4537,-93.991
TYR,Tyler Pounds Regional Airport,Tyler,TX,USA,32.3541,-95.4024
TYS,McGhee Tyson Airport,Knoxville,TN,USA,35.8125,-83.9929
UST,Northeast Florida Regional Airport (St. Augustine Airport),St. Augustine,FL,USA,,
VEL,Valdez Airport,Vernal,UT,USA,40.4409,-109.51
VLD,Valdosta Regional Airport,Valdosta,GA,USA,30.7825,-83.2767
VPS,Destin-Fort Walton Beach Airport/Eglin AFB,Valparaiso,FL,USA,30.4832,-86.5254
WRG,Wrangell Airport,Wrangell,AK,USA,56.4843,-132.37
WYS,Westerly State Airport,West Yellowstone,MT,USA,44.6884,-111.118
XNA,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,USA,36.2819,-94.3068
YAK,Yakutat Airport,Yakutat,AK,USA,59.5034,-139.66
YUM,Yuma International Airport,Yuma,AZ,USA,32.6566,-114.606
ART,Watertown International Airport,Dexter,NY,USA,43.9919,-76.0217
AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,USA,33.3078,-111.655
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,NE,USA,41.874,-103.596
BKG,Branson,Hollister,MO,USA,36.532,-93.2005
CIC,Chico Municipal Airport,Chico,CA,USA,39.7954,-121.858
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,WY,USA,41.1557,-104.812
DRT,Del Rio International Airport,Del Rio,TX,USA,29.3742,-100.927
EFD,Ellington Airport,Houston,TX,USA,29.6073,-95.1588
ENV,Wendover Airport,Wendover,UT,USA,40.7187,-114.031
FOE,Topeka Regional Airport - Forbes Field,Topeka,KS,USA,38.9509,-95.6636
IPL,Imperial County Airport,Imperial,CA,USA,32.8342,-115.579
IYK,Inyokern Airport,Inyokern,CA,USA,35.6588,-117.83
LMT,Klamath Falls Airport,Klamath Falls,OR,USA,42.1561,-121.733
MCN,Middle Georgia Regional Airport,Macon,GA,USA,32.6928,-83.6492
MOD,Modesto City Co-Harry Sham Field,Modesto,CA,USA,37.6258,-120.954
PGD,Charlotte County Airport,Punta Gorda,FL,USA,26.9202,-81.9905
RFD,Chicago Rockford International Airport,Rockford,IL,USA,42.1954,-89.0972
SHD,Shenandoah Valley Regional Airport,Staunton,VA,USA,38.2638,-78.8964
TKI,Collin County Regional At Mc Kinney Airport,Dallas,TX,USA,33.1779,-96.5905
ALW,Walla Walla Regional Airport,Walla Walla,US,USA,-100,46.0949
BLV,Scott AFB/Midamerica Airport,Belleville,US,USA,-89.8352,38.5452
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,USA,-89.5708,37.2253
CKB,North Central West Virginia Airport,Clarksburg,US,USA,-80.2281,39.2966
DUT,Unalaska Airport,Unalaska,US,USA,-100,53.9001
EAR,Kearney Regional Airport,Kearney,US,USA,-99.0068,40.727
EAT,Pangborn Memorial Airport,Wenatchee,US,USA,-100,47.3989
FLO,Florence Regional Airport,Florence,US,USA,-79.7239,34.1854
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,USA,-77.7295,39.7079
HHH,Hilton Head Airport,Hilton Head Island,US,USA,-80.6975,32.2244
HTS,Tri-State/Milton J. Ferguson Field,Huntington,US,USA,-82.558,38.3667
HVN,Tweed New Haven Airport,New Haven,US,USA,-72.8868,41.2637
IFP,Laughlin Bullhead International Airport,Bullhead City,US,USA,-100,35.1574
IPT,Williamsport Regional Airport,Williamsport,US,USA,-76.9211,41.2418
JHM,Kapalua Airport,Lahaina,US,USA,-100,20.9629
LBF,North Platte Regional Airport Lee Bird Field,North Platte,US,USA,-100,41.1262
LBL,Liberal Mid-America Regional Airport,Liberal,US,USA,-100,37.0442
LCK,Rickenbacker International Airport,Columbus,US,USA,-82.9278,39.8138
LNY,Lanai Airport,Lanai City,US,USA,-100,20.7856
LWB,Greenbrier Valley Airport,Lewisburg,US,USA,-80.3995,37.8583
LYH,Lynchburg Regional Preston Glenn Field,Lynchburg,US,USA,-79.2004,37.3267
MKK,Molokai Airport,Kaunakakai,US,USA,-100,21.1529
OGD,Ogden Hinckley Airport,Ogden,US,USA,-100,41.1959
OGS,Ogdensburg International Airport,Ogdensburg,US,USA,-75.4655,44.6819
YKM,Yakima Air Terminal McAllister Field,Yakima,US,USA,-100,46.5682
YNG,Youngstown Warren Regional Airport,Youngstown/Warren,US,USA,-80.6791,41.2607
OWB,Owensboro Daviess County Airport,Owensboro,US,USA,-87.1668,37.7401
PGV,Pitt Greenville Airport,Greenville,US,USA,-77.3853,35.6352
PIE,St Petersburg Clearwater International Airport,St Petersburg-Clearwater,US,USA,-82.6874,27.9102
PQI,Presque Isle International Airport,Presque Isle,US,USA,-68.0448,46.689
PRC,Prescott Regional Airport - Ernest A. Love Field,Prescott,US,USA,-100,34.6545
PSM,Portsmouth International at Pease Airport,Portsmouth,US,USA,-70.8233,43.0779
PUW,Pullman Moscow Regional Airport,Pullman/Moscow,US,USA,-100,46.7439
PVU,Provo Municipal Airport,Provo,US,USA,-100,40.2192
ROP,Rota International Airport,Rota Island,MP,MNP,100,14.1743
SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,US,USA,-75.5103,38.3405
SCK,Stockton Metropolitan Airport,Stockton,US,USA,-100,37.8942
SFB,Orlando Sanford International Airport,Orlando,US,USA,-81.2375,28.7776
SLN,Salina Municipal Airport,Salina,US,USA,-97.6522,38.791
SPN,Saipan International Airport,Saipan Island,MP,MNP,100,15.119
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,USA,-100,38.509
SWO,Stillwater Regional Airport,Stillwater,US,USA,-97.0857,36.1612
UIN,Quincy Regional Baldwin Field,Quincy,US,USA,-91.1946,39.9427
USA,Concord-Padgett Regional Airport,Concord,US,USA,-80.7091,35.3878
XWA,Williston Basin International Airport,Williston,ND,USA,48.259722,-103.750556
